Fiscal Year,Eff. Date,Job Code,Title,Union Code,SetID,Grade,Biweekly Min,Biweekly Max,Extended Range,Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,Step 11,Step 12,Step 13,Step 14,Step 15,Step 16,Step 17,Step 18,Step 19,Step 20
FY13-14,2014/01/04,2740,Porter Supervisor 1,790,COMMN,6400,"2,074","2,521",0,25.925,27.225,28.5875,30.0125,31.5125,,,,,,,,,,,,,,,
FY14-15,2014/07/01,2716,Custodial Assistant Supervisor,790,COMMN,6220,"1,899","2,309",,23.7375,24.925,26.175,27.4875,28.8625,,,,,,,,,,,,,,,
FY14-15,2014/07/01,7444,Parking Meter Repairer,856,COMMN,6560,"2,242","2,726",,28.025,29.425,30.9,32.45,34.075,,,,,,,,,,,,,,,
FY13-14,2014/01/04,7274,Trnst Power Line Wrk Sprv 2,6,SFMTA,7490,"3,527","4,286",0,44.0875,46.3,48.6,51.025,53.575,,,,,,,,,,,,,,,
FY14-15,2014/10/11,7249,Automotive Mechanic Sprv 1,130,COMMN,7249D,"4,121","4,121",,51.5125,,,,,,,,,,,,,,,,,,,
FY13-14,2014/01/04,2736,Porter,250,COMMN,6005,"1,710","2,079",0,21.375,22.45,23.575,24.75,25.9875,,,,,,,,,,,,,,,
FY13-14,2013/07/01,7339,"AprntcStatnry Eng,WtrTreatPlnt",39,COMMN,7339Y,"2,094","3,061",0,26.175,28.1875,30.2125,32.225,34.2375,36.25,38.2625,,,,,,,,,,,,,
FY13-14,2014/03/29,1426,Senior Clerk Typist,790,SFMTA,1426B (SFMTA),"1,886","2,292",,23.575,24.75,25.9875,27.2875,28.65,31.5875,,,,,,,,,,,,,,
FY15-16,2015/10/10,2905,HSA Sr Eligibility Worker,535,SFMTA,2905H,"1,980","3,041",,24.75,25.9875,27.2875,28.65,30.0875,31.5875,33.175,34.8375,36.575,38.0125,,,,,,,,,,
FY13-14,2014/01/04,1312,Public Information Officer,21,SFMTA,6735,"2,442","2,969",,30.525,32.05,33.6625,35.3375,37.1125,,,,,,,,,,,,,,,
FY13-14,2014/01/04,5502,Project Manager 1,21,COMMN,5502A,"4,610","4,610",2,57.625,59.0625,60.525,62.05,,,,,,,,,,,,,,,,
FY13-14,2014/03/29,4265,Senior Real Property Appraiser,21,COMMN,7205,"3,072","3,734",0,38.4,40.325,42.3375,44.4625,46.675,,,,,,,,,,,,,,,
FY14-15,2014/07/01,7444,Parking Meter Repairer,856,SFMTA,6560,"2,242","2,726",,28.025,29.425,30.9,32.45,34.075,,,,,,,,,,,,,,,
FY14-15,2014/07/01,3376,Animal Care Asst Supv,790,COMMN,6220,"1,899","2,309",,23.7375,24.925,26.175,27.4875,28.8625,,,,,,,,,,,,,,,
FY13-14,2014/03/29,7360,Pipe Welder,38,SFMTA,7210,"3,080","3,744",,38.5,40.425,42.45,44.575,46.8,,,,,,,,,,,,,,,
FY13-14,2014/01/04,1518,Confidential Sctry to Assessor,22,COMMN,6610,"2,297","2,793",0,28.7125,30.15,31.6625,33.25,34.9125,,,,,,,,,,,,,,,
FY12-13,2012/07/01,931,Manager III,351,SFMTA,0,"3,873","4,943",,0,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,1363,Special Assistant 4,21,SFMTA,6255,"1,932","2,348",,24.15,25.35,26.625,27.95,29.35,,,,,,,,,,,,,,,
FY14-15,2014/07/01,1458,Legal Secretary 1,790,COMMN,6710,"2,412","2,933",,30.15,31.6625,33.25,34.9125,36.6625,,,,,,,,,,,,,,,
FY13-14,2013/07/01,1842,Management Assistant,790,COMMN,6690,"2,388","2,902",0,29.85,31.3375,32.9,34.55,36.275,,,,,,,,,,,,,,,
FY14-15,2014/10/11,8183,Assistant Chief Attorney 2,311,SFMTA,8855,"6,870","8,350",,85.875,90.1625,94.675,99.4,104.375,,,,,,,,,,,,,,,
FY14-15,2014/10/11,3556,Museum Registrar,790,SFMTA,6490,"2,166","2,632",,27.075,28.425,29.85,31.3375,32.9,,,,,,,,,,,,,,,
FY15-16,2015/07/01,2591,Health Program Coordinator 2,21,SFMTA,7055,"2,855","3,470",,35.6875,37.4625,39.3375,41.3,43.375,,,,,,,,,,,,,,,
FY13-14,2014/03/29,2202,Dental Aide,250,COMMN,6490,"2,166","2,632",0,27.075,28.425,29.85,31.3375,32.9,,,,,,,,,,,,,,,
FY13-14,2013/07/01,7236,Locksmith Supervisor 1,236,SFMTA,7290,"3,199","3,888",,39.9875,41.9875,44.0875,46.3,48.6,,,,,,,,,,,,,,,
FY13-14,2014/01/04,2434,Sr Electrocardiograph Tech,250,COMMN,6715,"2,418","2,940",0,30.225,31.7375,33.325,35,36.75,,,,,,,,,,,,,,,
FY12-13,2012/07/01,3610,Library Assistant,790,SFMTA,6145,"1,831","2,226",,22.8875,24.0375,25.2375,26.5,27.825,,,,,,,,,,,,,,,
FY13-14,2014/03/29,7313,Automotive Machinist,130,COMMN,7313B,"3,044","3,044",0,38.05,,,,,,,,,,,,,,,,,,,
FY13-14,2014/01/04,1012,IS Technical-Journey,21,SFMTA,6495,"2,172","2,640",,27.15,28.5125,29.9375,31.425,33,,,,,,,,,,,,,,,
FY13-14,2014/03/29,7108,Heavy Equip Ops Asst Sprv,3,COMMN,7280,"3,189","3,873",0,39.8625,41.825,43.9125,46.1125,48.4125,,,,,,,,,,,,,,,
FY14-15,2014/10/11,2966,Welfare Fraud Investigator,1,COMMN,7245,"3,132","3,807",,39.15,41.1125,43.1625,45.325,47.5875,,,,,,,,,,,,,,,
FY13-14,2014/01/04,7540,Track Maintenance Worker,261,SFMTA,6295,"1,970","2,395",0,24.625,25.8625,27.15,28.5125,29.9375,,,,,,,,,,,,,,,
FY13-14,2013/07/01,1632,Senior Account Clerk,790,SFMTA,6320,"1,994","2,424",,24.925,26.175,27.4875,28.8625,30.3,,,,,,,,,,,,,,,
FY15-16,2015/10/10,1375,Special Assistant 16,351,SFMTA,8110,"4,779","5,809",,59.7375,62.725,65.8625,69.15,72.6125,,,,,,,,,,,,,,,
FY14-15,2014/07/01,9775,Sr Community Dev Spec 2,790,COMMN,7460,"3,479","4,229",,43.4875,45.6625,47.95,50.35,52.8625,,,,,,,,,,,,,,,
FY13-14,2013/07/01,2520,Morgue Attendant,250,SFMTA,6520,"2,199","2,672",,27.4875,28.8625,30.3,31.8125,33.4,,,,,,,,,,,,,,,
FY14-15,2014/07/01,3464,"Area Sprv Parks, Squares & Fac",351,SFMTA,7075,"2,882","3,503",,36.025,37.8375,39.725,41.7125,43.7875,,,,,,,,,,,,,,,
FY13-14,2014/03/29,3438,Arborist Technician Supv II,1,COMMN,7085,"2,896","3,520",0,36.2,38.0125,39.9125,41.9125,44,,,,,,,,,,,,,,,
FY13-14,2014/03/29,5260,Architectural Assistant 1,21,SFMTA,6725,"2,430","2,953",,30.375,31.8875,33.4875,35.1625,36.9125,,,,,,,,,,,,,,,
FY14-15,2014/10/11,9160,Transit Operations Specialist,200,SFMTA-Negotiated,7495,"3,537","4,299",,44.2125,46.425,48.7375,51.175,53.7375,,,,,,,,,,,,,,,
FY13-14,2013/07/01,8214,Parking Control Officer,790,SFMTA,6125,"1,814","2,204",0,22.675,23.8,24.9875,26.2375,27.55,,,,,,,,,,,,,,,
FY15-16,2015/10/10,1704,Communications Dispatcher 1,790,SFMTA,6265,"1,941","2,360",,24.2625,25.475,26.75,28.0875,29.5,,,,,,,,,,,,,,,
FY14-15,2014/07/01,2917,Program Support Analyst,535,COMMN,7290,"3,199","3,888",,39.9875,41.9875,44.0875,46.3,48.6,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1471,Elections Worker,790,COMMN,6235,"1,914","2,326",0,23.925,25.1125,26.375,27.6875,29.075,,,,,,,,,,,,,,,
FY12-13,2012/07/01,5212,Engineer/Architect Principal,21,SFMTA,5212W,"5,397","6,560",,67.4625,70.8375,74.375,78.0875,82,84.0625,86.1,88.2625,,,,,,,,,,,,
FY13-14,2014/01/04,6139,Senior Industrial Hygienist,856,COMMN,7725,"3,957","4,810",0,49.4625,51.9375,54.525,57.2625,60.125,,,,,,,,,,,,,,,
FY14-15,2014/10/11,3279,Recreation Leader,790,COMMN,3279D,"1,240","1,910",,15.5,17.9,23.875,,,,,,,,,,,,,,,,,
FY13-14,2014/03/29,7378,Tile Setter,7,COMMN,6730,"2,435","2,960",0,30.4375,31.9625,33.5625,35.2375,37,,,,,,,,,,,,,,,
FY13-14,2014/03/29,6220,"Inspector, Weights & Measures",790,COMMN,6385,"2,058","2,502",0,25.725,27.0125,28.3625,29.7875,31.275,,,,,,,,,,,,,,,
FY15-16,2015/07/01,1446,Secretary 2,790,SFMTA,6465,"2,140","2,602",,26.75,28.0875,29.5,30.975,32.525,,,,,,,,,,,,,,,
FY13-14,2014/01/04,2456,Asst Forensic Toxicologist 1,21,COMMN,7375,"3,337","4,056",0,41.7125,43.7875,45.9875,48.275,50.7,,,,,,,,,,,,,,,
FY15-16,2015/10/10,6266,Senior Plan Checker,21,SFMTA,7700,"3,910","4,753",,48.875,51.325,53.8875,56.5875,59.4125,,,,,,,,,,,,,,,
FY13-14,2013/07/01,2469,Diagnostic Imaging Tech III,790,COMMN,2469Y,"3,320","4,449",0,41.5,43.575,45.7625,48.05,50.45,52.975,55.6125,,,,,,,,,,,,,
FY12-13,2012/07/01,7416,Book Repairer,790,SFMTA,6050,"1,748","2,124",,21.85,22.9375,24.0875,25.2875,26.55,,,,,,,,,,,,,,,
FY13-14,2013/07/01,8193,Chief Atty1 (Civil & Criminal),311,COMMN,8775,"6,606","8,029",0,82.575,86.7,91.0375,95.5875,100.3625,,,,,,,,,,,,,,,
FY13-14,2014/01/04,8183,Assistant Chief Attorney 2,311,COMMN,8775,"6,606","8,029",0,82.575,86.7,91.0375,95.5875,100.3625,,,,,,,,,,,,,,,
FY13-14,2013/07/01,7412,Auto Svc Wrk Asst Sprv,200,COMMN,6490,"2,166","2,632",0,27.075,28.425,29.85,31.3375,32.9,,,,,,,,,,,,,,,
FY14-15,2014/10/11,1374,Special Assistant 15,351,COMMN,7895,"4,299","5,225",,53.7375,56.425,59.2375,62.2,65.3125,,,,,,,,,,,,,,,
FY13-14,2014/03/29,6137,Assistant Industrial Hygienist,21,SFMTA,6965,"2,732","3,320",,34.15,35.85,37.65,39.525,41.5,,,,,,,,,,,,,,,
FY13-14,2014/01/04,9202,Airport Communications Disp,790,COMMN,6820,"2,545","3,093",0,31.8125,33.4,35.075,36.825,38.6625,,,,,,,,,,,,,,,
FY13-14,2013/07/01,3374,Volunteer/Outreach Coord,21,COMMN,3374Y,"2,303","2,800",6,28.7875,30.225,31.7375,33.325,35,35.85,36.75,37.65,,,,,,,,,,,,
FY15-16,2015/07/01,1062,IS Programmer Analyst,21,SFMTA,1062G,"2,543","3,199",,31.7875,32.6125,33.3875,34.5375,35.425,36.3,37.2,38.0875,39.05,39.9875,,,,,,,,,,
FY14-15,2014/07/01,4260,Real Prop Appraiser Trainee,21,COMMN,6325,"1,999","2,430",,24.9875,26.2375,27.55,28.925,30.375,,,,,,,,,,,,,,,
FY14-15,2014/07/01,6235,Heating/Ventilating Inspector,104,SFMTA,7440,"3,446","4,188",,43.075,45.225,47.4875,49.8625,52.35,,,,,,,,,,,,,,,
FY13-14,2014/01/04,2306,Senior Psychiatric Orderly,250,COMMN,6690,"2,388","2,902",0,29.85,31.3375,32.9,34.55,36.275,,,,,,,,,,,,,,,
FY14-15,2014/07/01,9342,Ornamental Iron Wrk Sprv 1,377,COMMN,7090,"2,902","3,527",,36.275,38.0875,39.9875,41.9875,44.0875,,,,,,,,,,,,,,,
FY15-16,2015/10/10,3464,"Area Sprv Parks, Squares & Fac",351,SFMTA,7200,"3,064","3,724",,38.3,40.2125,42.225,44.3375,46.55,,,,,,,,,,,,,,,
FY13-14,2014/03/29,8113,Court Clerk,790,SFMTA,6960,"2,726","3,313",,34.075,35.775,37.5625,39.4375,41.4125,,,,,,,,,,,,,,,
FY14-15,2014/07/01,8508,Sheriff's Sergeant (SFERS),499,COMMN,8508C,"3,411","4,355",,42.6375,44.8,47.025,49.3875,51.8375,54.4375,,,,,,,,,,,,,,
FY13-14,2014/03/29,2542,Speech Pathologist,21,SFMTA,2542B (SFMTA),"3,256","4,362",,40.7,42.725,44.8625,47.1125,49.4625,51.9375,54.525,,,,,,,,,,,,,
FY14-15,2014/10/11,7203,Bldg & Grounds Maint Sprv,39,SFMTA,7203D,"4,043","4,043",,50.5375,,,,,,,,,,,,,,,,,,,
FY13-14,2014/01/04,7373,"Sr. Stationary Eng, Sew Plant",39,SFMTA,7373A (SFMTA),"3,683","3,683",,46.0375,,,,,,,,,,,,,,,,,,,
FY14-15,2014/10/11,8251,Fingerprint Technician 3,790,COMMN,6590,"2,274","2,764",,28.425,29.85,31.3375,32.9,34.55,,,,,,,,,,,,,,,
FY13-14,2014/01/04,7311,Cement Mason,580,SFMTA,6630,"2,319","2,819",,28.9875,30.4375,31.9625,33.5625,35.2375,,,,,,,,,,,,,,,
FY14-15,2014/10/11,7273,Communications Line Wrk Sprv 2,6,SFMTA,7570,"3,668","4,458",,45.85,48.1375,50.55,53.075,55.725,,,,,,,,,,,,,,,
FY13-14,2013/07/01,1934,Storekeeper,790,SFMTA,6060,"1,756","2,135",,21.95,23.05,24.2,25.4125,26.6875,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1366,Special Assistant 7,21,SFMTA,6635,"2,326","2,827",,29.075,30.525,32.05,33.6625,35.3375,,,,,,,,,,,,,,,
FY13-14,2013/07/01,3464,"Area Sprv Parks, Squares & Fac",351,SFMTA,7035,"2,827","3,436",,35.3375,37.1125,38.9625,40.9125,42.95,,,,,,,,,,,,,,,
FY15-16,2015/07/01,7254,Automotive Machinist Sprv 1,130,SFMTA,7254G,"4,121","4,121",,51.5125,,,,,,,,,,,,,,,,,,,
FY13-14,2013/07/01,1926,Sr Materials & Supplies Sprv,790,SFMTA,6120,"1,809","2,199",,22.6125,23.7375,24.925,26.175,27.4875,,,,,,,,,,,,,,,
FY12-13,2012/07/01,1435,Shelter Officer Supervisor,790,SFMTA,6250,"1,927","2,342",,24.0875,25.2875,26.55,27.875,29.275,,,,,,,,,,,,,,,
FY14-15,2014/10/11,9922,PS Aide to Prof,790,COMMN,9922D,"1,580","1,580",,19.75,,,,,,,,,,,,,,,,,,,
FY13-14,2013/07/01,2924,Medical Social Work Supervisor,21,COMMN,7240,"3,126","3,799",0,39.075,41.025,43.075,45.225,47.4875,,,,,,,,,,,,,,,
FY13-14,2013/07/01,1210,Benefits Analyst,790,COMMN,6560,"2,242","2,726",0,28.025,29.425,30.9,32.45,34.075,,,,,,,,,,,,,,,
FY13-14,2013/07/01,2916,Social Work Specialist,535,SFMTA,6810,"2,533","3,080",,31.6625,33.25,34.9125,36.6625,38.5,,,,,,,,,,,,,,,
FY14-15,2014/07/01,9531,"Sr.Labor Relations Rep,SFMTA",1,SFMTA,9531C,"3,608","4,385",6,45.1,47.35,49.725,52.2,54.8125,57.55,60.4375,63.45,,,,,,,,,,,,
FY14-15,2014/10/11,7444,Parking Meter Repairer,856,SFMTA,6620,"2,309","2,806",,28.8625,30.3,31.8125,33.4,35.075,,,,,,,,,,,,,,,
FY14-15,2014/07/01,7275,Telecommunications Tech Supv,6,SFMTA,7510,"3,566","4,334",,44.575,46.8,49.1375,51.6,54.175,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1023,IS Administrator 3,21,COMMN,7325,"3,256","3,957",0,40.7,42.725,44.8625,47.1125,49.4625,,,,,,,,,,,,,,,
FY13-14,2013/07/01,6274,Chief Housing Inspector,21,SFMTA,6274Y (SFMTA),"4,106","4,991",,51.325,53.8875,56.5875,59.4125,62.3875,63.9,65.5125,67.1,,,,,,,,,,,,
FY12-13,2012/07/01,7347,Plumber,38,SFMTA,7150,"2,989","3,633",,37.3625,39.225,41.1875,43.25,45.4125,,,,,,,,,,,,,,,
FY15-16,2015/10/10,7239,Plumber Supervisor 2,38,SFMTA,7775,"4,056","4,929",,50.7,53.225,55.8875,58.6875,61.6125,,,,,,,,,,,,,,,
FY14-15,2014/10/11,8152,"SrClaimsInvstgtor,Cty Atty Ofc",22,SFMTA,7555,"3,643","4,428",,45.5375,47.825,50.2125,52.725,55.35,,,,,,,,,,,,,,,
FY13-14,2014/03/29,9704,Employment & Training Spec 3,535,SFMTA,6830,"2,557","3,108",,31.9625,33.5625,35.2375,37,38.85,,,,,,,,,,,,,,,
FY13-14,2014/03/29,6250,Chief Electrical Inspector,6,COMMN,7840,"4,188","5,090",0,52.35,54.9625,57.7125,60.6,63.625,,,,,,,,,,,,,,,
FY14-15,2014/07/01,4321,Cashier 2,790,COMMN,6155,"1,840","2,236",,23,24.15,25.35,26.625,27.95,,,,,,,,,,,,,,,
FY14-15,2014/07/01,1310,Public Relations Assistant,790,SFMTA,6180,"1,862","2,264",,23.275,24.4375,25.6625,26.95,28.3,,,,,,,,,,,,,,,
FY14-15,2014/07/01,2586,Health Worker 2,790,COMMN,6195,"1,876","2,281",,23.45,24.625,25.8625,27.15,28.5125,,,,,,,,,,,,,,,
FY12-13,2012/07/01,9920,Publ Svc Aide-Asst to Prof,790,SFMTA,9920W,"1,361","1,361",,17.0125,,,,,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1063,IS Programmer Analyst-Senior,21,COMMN,1063B,"2,999","3,777",0,37.4875,38.475,39.4375,40.7875,41.775,42.8125,43.875,44.9625,46.0625,47.2125,,,,,,,,,,
FY13-14,2013/07/01,1220,Payroll Clerk,790,COMMN,6380,"2,053","2,496",0,25.6625,26.95,28.3,29.7125,31.2,,,,,,,,,,,,,,,
FY12-13,2012/07/01,1371,Special Assistant 12,21,SFMTA,7335,"3,273","3,978",,40.9125,42.95,45.1,47.35,49.725,,,,,,,,,,,,,,,
FY14-15,2014/07/01,8159,Child Support Officer III,790,SFMTA,7050,"2,847","3,460",,35.5875,37.3625,39.225,41.1875,43.25,,,,,,,,,,,,,,,
FY14-15,2014/07/01,3630,Librarian 1,790,COMMN,6850,"2,582","3,138",,32.275,33.8875,35.5875,37.3625,39.225,,,,,,,,,,,,,,,
FY14-15,2014/10/11,3214,Senior Swimming Instructor,790,COMMN,6630,"2,319","2,819",,28.9875,30.4375,31.9625,33.5625,35.2375,,,,,,,,,,,,,,,
FY13-14,2014/03/29,8108,Senior Legal Process Clerk,790,SFMTA,6295,"1,970","2,395",,24.625,25.8625,27.15,28.5125,29.9375,,,,,,,,,,,,,,,
FY14-15,2014/10/11,1378,Special Assistant 19,351,COMMN,8480,"5,722","6,955",,71.525,75.1,78.8625,82.8,86.9375,,,,,,,,,,,,,,,
FY15-16,2015/10/10,1466,Meter Reader,38,SFMTA,6435,"2,110","2,564",,26.375,27.6875,29.075,30.525,32.05,,,,,,,,,,,,,,,
FY13-14,2013/07/01,5330,Graphics Supervisor,21,SFMTA,6875,"2,614","3,178",,32.675,34.3125,36.025,37.8375,39.725,,,,,,,,,,,,,,,
FY13-14,2013/07/01,8274,Police Cadet,790,SFMTA,5280,"1,208","1,463",,15.1,15.8375,16.6125,17.425,18.2875,,,,,,,,,,,,,,,
FY14-15,2014/07/01,7134,Water Const&Main Supt,38,SFMTA,7710,"3,931","4,779",,49.1375,51.6,54.175,56.8875,59.7375,,,,,,,,,,,,,,,
FY13-14,2013/07/01,2819,Assistant Health Educator,21,COMMN,6725,"2,430","2,953",0,30.375,31.8875,33.4875,35.1625,36.9125,,,,,,,,,,,,,,,
FY13-14,2014/03/29,8219,Parking Enforcement Admin,21,SFMTA,7095,"2,910","3,537",,36.375,38.2,40.1,42.1125,44.2125,,,,,,,,,,,,,,,
FY13-14,2013/07/01,9704,Employment & Training Spec 3,535,COMMN,6770,"2,483","3,018",0,31.0375,32.5875,34.2125,35.925,37.725,,,,,,,,,,,,,,,
FY13-14,2014/01/04,1762,Senior Offset Machine Operator,790,COMMN,6210,"1,890","2,297",0,23.625,24.8125,26.05,27.35,28.7125,,,,,,,,,,,,,,,
FY15-16,2015/10/10,7236,Locksmith Supervisor 1,236,SFMTA,7455,"3,470","4,218",,43.375,45.5375,47.825,50.2125,52.725,,,,,,,,,,,,,,,
FY14-15,2014/07/01,2202,Dental Aide,250,COMMN,6490,"2,166","2,632",,27.075,28.425,29.85,31.3375,32.9,,,,,,,,,,,,,,,
FY15-16,2015/07/01,2904,Human Services Technician,535,SFMTA,6385,"2,058","2,502",,25.725,27.0125,28.3625,29.7875,31.275,,,,,,,,,,,,,,,
FY15-16,2015/10/10,9704,Employment & Training Spec 3,535,SFMTA,6955,"2,719","3,304",,33.9875,35.6875,37.4625,39.3375,41.3,,,,,,,,,,,,,,,
FY13-14,2014/01/04,6270,Housing Inspector,21,COMMN,7420,"3,410","4,145",0,42.625,44.7625,47,49.35,51.8125,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1458,Legal Secretary 1,790,COMMN,6710,"2,412","2,933",0,30.15,31.6625,33.25,34.9125,36.6625,,,,,,,,,,,,,,,
FY13-14,2014/01/04,8208,Park Patrol Officer,790,COMMN,6230,"1,909","2,319",0,23.8625,25.05,26.3,27.6125,28.9875,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1372,Special Assistant 13,351,COMMN,7535,"3,608","4,385",0,45.1,47.35,49.725,52.2,54.8125,,,,,,,,,,,,,,,
FY13-14,2013/07/01,2537,Respiratory Care Prctnr 2,790,SFMTA,7080,"2,890","3,513",,36.125,37.9375,39.8375,41.825,43.9125,,,,,,,,,,,,,,,
FY12-13,2012/07/01,8108,Senior Legal Process Clerk,790,SFMTA,6235,"1,914","2,326",,23.925,25.1125,26.375,27.6875,29.075,,,,,,,,,,,,,,,
FY15-16,2015/10/10,1441,Sr Medical Transcriber Typist,790,SFMTA,6535,"2,215","2,693",,27.6875,29.075,30.525,32.05,33.6625,,,,,,,,,,,,,,,
FY15-16,2015/07/01,2998,"Rep, Comm Status of Women",790,SFMTA,7095,"2,910","3,537",,36.375,38.2,40.1,42.1125,44.2125,,,,,,,,,,,,,,,
FY14-15,2014/10/11,1232,Training Officer,21,SFMTA,7085,"2,896","3,520",,36.2,38.0125,39.9125,41.9125,44,,,,,,,,,,,,,,,
FY12-13,2012/07/01,1023,IS Administrator 3,21,SFMTA,7265,"3,162","3,844",,39.525,41.5,43.575,45.7625,48.05,,,,,,,,,,,,,,,
FY13-14,2014/01/04,1043,IS Engineer-Senior,21,COMMN,1043A,"3,889","4,890",0,48.6125,49.7875,51.025,52.7875,54.0625,55.4125,56.8125,58.2,59.65,61.125,,,,,,,,,,
FY15-16,2015/07/01,2537,Respiratory Care Prctnr 2,790,SFMTA,7200,"3,064","3,724",,38.3,40.2125,42.225,44.3375,46.55,,,,,,,,,,,,,,,
FY14-15,2014/10/11,7404,Asphalt Finisher,261,COMMN,6445,"2,120","2,577",,26.5,27.825,29.2125,30.675,32.2125,,,,,,,,,,,,,,,
FY13-14,2014/03/29,3450,Agricultural Inspector,790,SFMTA,6385,"2,058","2,502",,25.725,27.0125,28.3625,29.7875,31.275,,,,,,,,,,,,,,,
FY13-14,2013/07/01,7284,Utility Plumber Supervisor 2,38,COMMN,7610,"3,744","4,551",0,46.8,49.1375,51.6,54.175,56.8875,,,,,,,,,,,,,,,
FY13-14,2014/01/04,9151,"Real Estate Devt. Mgr, SFMTA",21,SFMTA,7645,"3,807","4,627",0,47.5875,49.975,52.4625,55.0875,57.8375,,,,,,,,,,,,,,,
FY14-15,2014/10/11,1446,Secretary 2,790,COMMN,6465,"2,140","2,602",,26.75,28.0875,29.5,30.975,32.525,,,,,,,,,,,,,,,
FY13-14,2013/07/01,2277,Post M.D. 3,981,COMMN,2277Y,"2,450","2,450",0,30.6202,,,,,,,,,,,,,,,,,,,
FY15-16,2015/10/10,9156,Senior Claims Investigator,200,SFMTA,7630,"3,777","4,591",,47.2125,49.575,52.05,54.65,57.3875,,,,,,,,,,,,,,,
FY13-14,2013/07/01,3502,Musm Exhibit Packer & Repairer,790,SFMTA,6010,"1,714","2,084",,21.425,22.5,23.625,24.8125,26.05,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1424,Clerk Typist,790,SFMTA,1424B (SFMTA),"1,719","2,089",,21.4875,22.5625,23.6875,24.875,26.1125,28.65,31.5875,,,,,,,,,,,,,
FY14-15,2014/07/01,1220,Payroll Clerk,790,SFMTA,6440,"2,115","2,571",,26.4375,27.7625,29.15,30.6125,32.1375,,,,,,,,,,,,,,,
FY14-15,2014/10/11,1410,Chief Clerk,790,SFMTA,6920,"2,672","3,248",,33.4,35.075,36.825,38.6625,40.6,,,,,,,,,,,,,,,
FY14-15,2014/10/11,1670,Financial Systems Supervisor,21,SFMTA,1670D,"4,155","5,051",6,51.9375,54.525,57.2625,60.125,63.1375,64.7,66.2875,67.9375,,,,,,,,,,,,
FY14-15,2014/07/01,6281,Fire Safety Inspector 2,21,COMMN,6281C,"5,172","5,172",,64.65,,,,,,,,,,,,,,,,,,,
FY14-15,2014/07/01,2818,Health Program Planner,790,COMMN,7010,"2,793","3,396",,34.9125,36.6625,38.5,40.425,42.45,,,,,,,,,,,,,,,
FY13-14,2013/07/01,7302,Audio-Visual Equipment Tech,790,SFMTA,6180,"1,862","2,264",,23.275,24.4375,25.6625,26.95,28.3,,,,,,,,,,,,,,,
FY12-13,2012/07/01,5211,Eng/Arch/Landscape Arch Sr,21,SFMTA,8055,"4,650","5,652",,58.125,61.025,64.075,67.2875,70.65,,,,,,,,,,,,,,,
FY15-16,2015/10/10,3556,Museum Registrar,790,SFMTA,6555,"2,236","2,719",,27.95,29.35,30.825,32.3625,33.9875,,,,,,,,,,,,,,,
FY14-15,2014/07/01,2484,Biologist III,21,COMMN,7555,"3,643","4,428",,45.5375,47.825,50.2125,52.725,55.35,,,,,,,,,,,,,,,
FY15-16,2015/10/10,1012,IS Technical-Journey,21,SFMTA,6640,"2,332","2,835",,29.15,30.6125,32.1375,33.75,35.4375,,,,,,,,,,,,,,,
FY13-14,2013/07/01,6138,Industrial Hygienist,21,SFMTA,7505,"3,557","4,323",,44.4625,46.675,49.0125,51.4625,54.0375,,,,,,,,,,,,,,,
FY13-14,2014/03/29,5312,Survey Assistant II,21,SFMTA,6855,"2,589","3,147",,32.3625,33.9875,35.6875,37.4625,39.3375,,,,,,,,,,,,,,,
FY14-15,2014/10/11,5189,"Mgr, Utils Eng Bur, PUC",351,COMMN,8620,"6,125","7,445",,76.5625,80.3875,84.4125,88.625,93.0625,,,,,,,,,,,,,,,
FY14-15,2014/07/01,1431,Senior Unit Clerk,250,SFMTA,6410,"2,084","2,533",,26.05,27.35,28.7125,30.15,31.6625,,,,,,,,,,,,,,,
FY13-14,2014/01/04,1071,IS Manager,351,SFMTA,1071A (SFMTA),"4,391","6,254",,54.8875,57.625,60.5125,63.5375,66.7125,70.075,73.55,77.2625,78.175,,,,,,,,,,,
FY13-14,2014/01/04,2991,"Coord, Human Rights Comm",790,COMMN,7380,"3,346","4,067",0,41.825,43.9125,46.1125,48.4125,50.8375,,,,,,,,,,,,,,,
FY12-13,2012/07/01,5289,Transit Planner III,21,SFMTA,7255,"3,147","3,826",,39.3375,41.3,43.375,45.5375,47.825,,,,,,,,,,,,,,,
FY14-15,2014/07/01,2594,Employee Assistance Counselor,21,SFMTA,7050,"2,847","3,460",,35.5875,37.3625,39.225,41.1875,43.25,,,,,,,,,,,,,,,
FY13-14,2014/01/04,7382,Automotive Mechanic Asst Sprv,130,COMMN,7382A,"3,593","3,593",0,44.9125,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,1237,Training Coordinator,351,SFMTA,7340,"3,282","3,989",,41.025,43.075,45.225,47.4875,49.8625,,,,,,,,,,,,,,,
